Ensembl	Name	Biotype	GeneLength	SumExonLength
FBgn0039301	Nup37	null	1443	1227
FBgn0087013	Karybeta3	null	5449	4364
FBgn0267051	CR45495	null	629	629
FBgn0003371	sgg	null	45602	12499
FBgn0039300	RpS27	null	1560	729
FBgn0267052	CR45496	null	629	629
FBgn0029980	Dhdds	null	1607	1365
FBgn0267050	CG45494	null	795	641
FBgn0003374	Sgs4	null	952	952
FBgn0267055	CR45499	null	742	588
FBgn0003375	Sgs5	null	751	636
FBgn0267056	lncRNA:CR45500	null	827	827
FBgn0002044	swm	null	4728	4249
FBgn0003372	Sgs1	null	4015	3950
FBgn0267053	CR45497	null	629	629
FBgn0267054	CR45498	null	629	629
FBgn0003373	Sgs3	null	1182	1109
FBgn0029986	CG15332	null	2139	2003
FBgn0267059	lncRNA:CR45503	null	279	279
FBgn0003378	Sgs8	null	428	359
FBgn0267057	asRNA:CR45501	null	552	552
FBgn0029987	CG15330	null	639	639
FBgn0267058	lncRNA:CR45502	null	752	752
FBgn0003377	Sgs7	null	387	321
FBgn0029935	CG4615	null	3723	1973
FBgn0004636	Rap1	null	3125	3012
FBgn0029937	CG8300	null	1461	1060
FBgn0029936	CG4617	null	1937	1819
FBgn0004635	rho	null	5134	3000
FBgn0030921	CG6290	null	744	744
FBgn0029939	Cph	null	104210	8003
FBgn0030928	CG15044	null	822	822
FBgn0030927	CG15046	null	2171	1817
FBgn0004638	drk	null	7620	2946
FBgn0030926	psh	null	2435	1645
FBgn0003308	ry	null	5493	4337
FBgn0030925	Hayan	null	3790	2408
FBgn0087021	Spc25	null	1505	968
FBgn0030918	CG15056	null	1497	1424
FBgn0029931	CG14427	null	1167	1167
FBgn0003301	rut	null	38596	9618
FBgn0003302	rux	null	2048	1463
FBgn0029930	CG12541	null	44445	2529
FBgn0029932	CG4607	null	3277	2603
FBgn0003300	run	null	6652	3145
FBgn0004647	N	null	37352	10150
FBgn0029924	CG4586	null	2348	2240
FBgn0030913	kairos	null	33234	6236
FBgn0003317	sax	null	3584	2865
FBgn0004648	svr	null	12627	8583
FBgn0030912	CG6023	null	7070	1745
FBgn0030911	lncRNA:CR15061	null	680	680
FBgn0004646	ogre	null	17699	3940
FBgn0029925	CG3040	null	1070	1070
FBgn0029928	CG3032	null	1643	1643
FBgn0004649	yl	null	6745	6351
FBgn0030915	CG6179	null	1398	1276
FBgn0003319	Sb	null	29124	4180
FBgn0029929	CG4593	null	1123	1123
FBgn0030914	CG6106	null	3647	2446
FBgn0087039	Sbp2	null	1169	1055
FBgn0087035	AGO2	null	6930	4144
FBgn0003312	sad	null	2520	1773
FBgn0029920	CR4575	null	757	757
FBgn0004643	Zw10	null	2628	2567
FBgn0003313	sala	null	2243	1697
FBgn0004644	hh	null	13738	2370
FBgn0029922	CG14431	null	60553	7343
FBgn0003310	S	null	28142	5206
FBgn0029957	CG12155	null	2975	2688
FBgn0030946	CG6659	null	3895	3478
FBgn0030945	Ing3	null	2374	2298
FBgn0029959	Rab39	null	1834	1406
FBgn0004656	fs(1)h	null	23629	15685
FBgn0030944	Hou	null	1049	989
FBgn0029958	Pdp	null	2873	2170
FBgn0004657	mys	null	8593	4482
FBgn0003326	sca	null	21470	3796
FBgn0030943	Nup35	null	1308	1249
FBgn0030949	Cyp308a1	null	1774	1596
FBgn0030947	CG6696	null	1682	997
FBgn0016641	PTP-ER	null	5126	5069
FBgn0030941	wgn	null	10867	2594
FBgn0087040	alphaTub67C	null	2103	1617
FBgn0030940	CG15040	null	10980	6138
FBgn0087041	Hyls1	null	10199	1507
FBgn0015316	Try29F	null	1280	1280
FBgn0004650	fs(1)N	null	6926	6581
FBgn0029951	CG11369	null	2478	2478
FBgn0029950	rumpel	null	3549	2557
FBgn0004654	Pgd	null	3431	1895
FBgn0004655	wapl	null	9048	7054
FBgn0028622	qsm	null	20558	2059
FBgn0029952	CG12689	null	829	769
FBgn0004652	fru	null	131314	18433
FBgn0029955	CG15478	null	5150	1997
FBgn0003321	sbr	null	14341	3545
FBgn0029946	CG15034	null	1248	1248
FBgn0003339	Scr	null	26862	4577
FBgn0029945	Acsf3	null	2210	2047
FBgn0029948	CheA7a	null	814	721
FBgn0030933	CG6470	null	2039	1532
FBgn0029947	CG1999	null	1263	1091
FBgn0030932	Ggt-1	null	6639	2396
FBgn0029949	CG15035	null	1477	1477
FBgn0030938	CG15047	null	911	911
FBgn0030937	CG15042	null	1405	1405
FBgn0030936	CG6481	null	1372	1372
FBgn0030931	Xrcc2	null	1132	1132
FBgn0015300	Ssl	null	1025	908
FBgn0030930	Pgant7	null	4920	3668
FBgn0003330	Sce	null	1599	1542
FBgn0029940	CG1958	null	980	980
FBgn0030929	CG15043	null	976	903
FBgn0003334	Scm	null	4253	4069
FBgn0029942	CG2059	null	1760	1256
FBgn0004666	sim	null	20370	3547
FBgn0029941	CG1677	null	124709	4847
FBgn0029944	Dok	null	4593	3487
FBgn0029943	Atg5	null	9149	1418
FBgn0004607	zfh2	null	39065	12424
FBgn0004606	zfh1	null	23277	6915
FBgn0029913	Cht11	null	1641	1576
FBgn0029912	Tmf	null	3507	3240
FBgn0029915	CG14434	null	15286	1507
FBgn0030900	Him	null	1315	920
FBgn0029914	CG4558	null	2115	2115
FBgn0004618	gl	null	4812	3399
FBgn0030905	CG15059	null	967	904
FBgn0004619	GluRIA	null	11028	3810
FBgn0030904	upd2	null	2631	1980
FBgn0004611	Plc21C	null	49632	7774
FBgn0029911	detr	null	5748	3831
FBgn0004623	Gbeta76C	null	2356	1466
FBgn0029903	pod1	null	10147	6691
FBgn0004629	Cys	null	542	484
FBgn0029906	xit	null	1825	1640
FBgn0029905	Nf-YC	null	2742	2522
FBgn0029907	Atx-1	null	1000	890
FBgn0029909	mAChR-C	null	1288	1218
FBgn0004622	TkR99D	null	18652	2880
FBgn0004620	GluRIIA	null	3923	3253
FBgn0052298	CG32298	null	1407	1205
FBgn0052299	CG32299	null	1407	1254
FBgn0052296	Mrtf	null	48922	8562
FBgn0040291	Roc1b	null	506	506
FBgn0040290	RecQ4	null	5339	5041
FBgn0040294	POSH	null	3591	3169
FBgn0052277	CG32277	null	850	850
FBgn0052278	CG32278	null	2482	845
FBgn0052279	Drsl2	null	333	333
FBgn0052270	CG32270	null	2037	2037
FBgn0052271	CG32271	null	925	925
FBgn0052272	tRNA:Lys-CTT-1-13	null	73	73
FBgn0039299	CG11854	null	1243	1039
FBgn0052273	tRNA:Met-CAT-2-1	null	73	73
FBgn0039298	to	null	1489	1253
FBgn0052274	Drsl1	null	210	210
FBgn0040297	Nhe2	null	29688	9080
FBgn0039297	Jhbp7	null	1282	1045
FBgn0039296	Sil1	null	1894	1831
FBgn0040296	Ocho	null	1193	1193
FBgn0040299	Myo28B1	null	23413	7433
FBgn0039294	Cad96Cb	null	8166	3028
FBgn0040298	Myt1	null	2116	1940
FBgn0039293	Alg9	null	2530	2363
FBgn0039291	Saysd1	null	864	802
FBgn0039290	CG13654	null	14438	3999
FBgn0052286	tRNA:Cys-GCA-1-4	null	72	72
FBgn0052287	tRNA:Cys-GCA-1-3	null	72	72
FBgn0052288	tRNA:Cys-GCA-1-1	null	72	72
FBgn0052289	tRNA:Cys-GCA-1-2	null	72	72
FBgn0052280	CG32280	null	3900	1593
FBgn0052281	CG32281	null	1539	1539
FBgn0052282	Drsl4	null	323	323
FBgn0052283	Drsl3	null	360	360
FBgn0039288	CG13653	null	1005	937
FBgn0052284	CG32284	null	582	457
FBgn0052285	tRNA:Lys-CTT-1-12	null	73	73
FBgn0039286	dan	null	8424	3968
FBgn0039283	danr	null	1832	1832
FBgn0039282	Bili	null	5404	4328
FBgn0039280	Mocs2B	null	1728	1420
FBgn0040271	Sulf1	null	29034	5307
FBgn0040273	Spt5	null	4416	3460
FBgn0052255	Gr64f	null	1777	1446
FBgn0052259	CG32259	null	913	824
FBgn0052250	PMP34	null	2355	1401
FBgn0052251	Claspin	null	5126	4779
FBgn0052252	asRNA:CR32252	null	1031	980
FBgn0040279	Osi14	null	1611	1091
FBgn0040281	Aplip1	null	3023	2411
FBgn0040283	SMC1	null	4529	3924
FBgn0052264	CG32264	null	91634	12277
FBgn0052266	CG32266	null	757	526
FBgn0052267	Tom5	null	559	489
FBgn0052268	Drsl6	null	387	387
FBgn0052269	CG32269	null	2037	2037
FBgn0064237	Idgf5	null	1617	1495
FBgn0052260	CG32260	null	3603	1967
FBgn0052262	CG32262	null	1051	1051
FBgn0052263	CG32263	null	803	803
FBgn0040285	Scamp	null	3705	2813
FBgn0040251	Ugt302K1	null	2824	2556
FBgn0015295	Shark	null	3459	3176
FBgn0041582	tamo	null	6914	4407
FBgn0040250	Ugt304A1	null	1968	1737
FBgn0041581	AttB	null	943	879
FBgn0052232	t-Grip128	null	2928	2928
FBgn0015296	Shc	null	1662	1600
FBgn0015299	Ssb-c31a	null	592	536
FBgn0015298	Srp19	null	725	653
FBgn0052237	CG32237	null	3024	2948
FBgn0052238	TTLL1B	null	2030	2030
FBgn0064227	Rdh	null	3077	440
FBgn0039259	EMC6	null	545	489
FBgn0039258	beta4GalT7	null	1227	1099
FBgn0064225	RpL5	null	4606	3835
FBgn0039257	tnc	null	38484	10448
FBgn0039254	Nmnat	null	2164	1645
FBgn0052230	ND-MLRQ	null	6611	538
FBgn0040253	Ugt35E1	null	1652	1584
FBgn0040252	Ugt303A1	null	2382	2032
FBgn0039252	CG11771	null	2910	2853
FBgn0040255	Ugt35E2	null	1805	1739
FBgn0039251	Trf4-2	null	1870	1870
FBgn0039250	Mink	null	2688	2511
FBgn0041585	Orai	null	17141	5330
FBgn0040257	Ugt302E1	null	1888	1595
FBgn0041588	eIF2D	null	1899	1841
FBgn0027279	l(1)G0196	null	20950	9476
FBgn0040256	Ugt35C1	null	1732	1671
FBgn0040259	Ugt302C1	null	2647	1994
FBgn0040260	Ugt37D1	null	2560	1954
FBgn0015282	Rpt2	null	1686	1625
FBgn0040262	Ugt37C2	null	1799	1799
FBgn0015283	Rpn10	null	1583	1422
FBgn0040261	Ugt37E1	null	1679	1620
FBgn0015286	Rala	null	15026	2751
FBgn0052243	CG32243	null	1943	1639
FBgn0015288	RpL22	null	2571	1100
FBgn0052246	CG32246	null	1767	1767
FBgn0052248	CG32248	null	690	619
FBgn0052249	CG32249	null	1012	951
FBgn0039249	CG11168	null	4280	3373
FBgn0039246	CG10845	null	1933	1933
FBgn0039244	CG11069	null	2872	2038
FBgn0052240	CG32240	null	766	645
FBgn0052241	CG32241	null	1526	1375
FBgn0039241	CG11089	null	4434	2285
FBgn0039240	CG3744	null	5453	4723
FBgn0040268	Top3alpha	null	4101	3925
FBgn0053548	SmydA-8	null	8295	3114
FBgn0052218	lncRNA:CR32218	null	1176	1176
FBgn0052219	CG32219	null	1113	997
FBgn0053542	upd3	null	7364	2221
FBgn0052212	CG32212	null	789	730
FBgn0053543	CG33543	null	9212	2777
FBgn0052213	CG32213	null	585	526
FBgn0053544	Vkor	null	630	520
FBgn0052214	CG32214	null	815	756
FBgn0053547	Rim	null	43831	14257
FBgn0040239	bc10	null	1535	1380
FBgn0040238	Best1	null	9024	3314
FBgn0027291	Idh3a	null	3383	2104
FBgn0039277	Nepl16	null	3291	2680
FBgn0027296	temp	null	2309	2163
FBgn0039274	CG11920	null	1506	1012
FBgn0040230	dbo	null	5117	3650
FBgn0039273	shams	null	1879	1496
FBgn0040233	cana	null	8067	6970
FBgn0040232	cmet	null	7977	7008
FBgn0039272	CG11836	null	1587	1408
FBgn0039271	CG11839	null	988	836
FBgn0040235	c12.1	null	1309	1246
FBgn0039270	PQBP1	null	928	868
FBgn0040234	c12.2	null	5100	4444
FBgn0040236	c11.1	null	7800	6204
FBgn0052228	CG32228	null	2987	2987
FBgn0053551	tRNA:Arg-TCG-2-4	null	73	73
FBgn0052220	Csas	null	965	802
FBgn0053552	CG33552	null	788	788
FBgn0052221	CG32221	null	1744	1606
FBgn0053554	Nipped-A	null	73058	11519
FBgn0052224	asRNA:CR32224	null	936	936
FBgn0053556	form3	null	28480	6298
FBgn0052225	CG32225	null	1974	1293
FBgn0053557	CG33557	null	840	674
FBgn0053558	mim	null	46951	8677
FBgn0052227	gogo	null	26275	5099
FBgn0027280	orion	null	5431	3385
FBgn0039269	veli	null	1174	1047
FBgn0039266	CG11791	null	3459	2533
FBgn0039265	CG11790	null	1750	1146
FBgn0039264	CG11786	null	1087	768
FBgn0027287	Gmap	null	24302	6109
FBgn0039261	Ythdf	null	5374	3361
FBgn0039260	Smg6	null	4037	3310
FBgn0041579	AttC	null	963	900
FBgn0052437	CG32437	null	2185	2185
FBgn0051105	ppk22	null	2217	1851
FBgn0026149	BCL7-like	null	1961	1664
FBgn0053768	CG33768	null	586	528
FBgn0052438	SMC5	null	4348	3368
FBgn0026148	CG12253	null	1436	1240
FBgn0051104	CG31104	null	1502	1382
FBgn0053769	CG33769	null	593	540
FBgn0026147	TTLL4A	null	8497	7646
FBgn0051103	CG31103	null	2127	1621
FBgn0051102	CG31102	null	2137	1756
FBgn0051100	Glug	null	8422	2688
FBgn0026144	CBP	null	5380	2579
FBgn0026143	Cdc45	null	2266	2214
FBgn0041780	Ssl2	null	1692	1519
FBgn0014163	fax	null	9033	4167
FBgn0026141	Cdlc2	null	736	736
FBgn0052432	CG32432	null	40857	4487
FBgn0051109	CG31109	null	1285	978
FBgn0053764	CG33764	null	715	543
FBgn0051108	TTLL5	null	10054	3463
FBgn0038129	TBC1D5	null	2875	2318
FBgn0053766	CG33766	null	610	537
FBgn0052436	CG32436	null	11017	5407
FBgn0051106	CG31106	null	2412	1676
FBgn0053767	CG33767	null	653	567
FBgn0038127	CG8476	null	935	935
FBgn0039459	IntS12	null	1184	1184
FBgn0038128	Ravus	null	1329	1269
FBgn0041789	Pax	null	25844	4199
FBgn0038125	CG8141	null	911	862
FBgn0038126	CG8483	null	5712	1869
FBgn0038123	CG8508	null	971	971
FBgn0038124	CG14380	null	1050	920
FBgn0039454	CG14247	null	984	984
FBgn0039453	CG6403	null	891	749
FBgn0038122	Cfap299	null	851	795
FBgn0039452	CG14245	null	615	615
FBgn0039451	Wdr20	null	5370	4175
FBgn0002174	CG5504	null	2114	2070
FBgn0041781	SCAR	null	5624	3118
FBgn0052448	CG32448	null	707	516
FBgn0051116	ClC-a	null	15964	5892
FBgn0052449	tRNA:Cys-GCA-4-1	null	72	72
FBgn0051115	CG31115	null	1039	981
FBgn0026136	CkIIbeta2	null	1006	912
FBgn0051111	CG31111	null	1102	952
FBgn0052440	CG32440	null	1051	633
FBgn0053771	CG33771	null	593	537
FBgn0052441	EMC10	null	1744	1032
FBgn0053772	CG33772	null	671	558
FBgn0052442	Arv1	null	1116	942
FBgn0053773	CG33773	null	779	605
FBgn0053774	CG33774	null	577	310
FBgn0053775	CG33775	null	678	549
FBgn0052445	CG32445	null	1352	1352
FBgn0051119	HDAC11	null	1748	1692
FBgn0052446	Atox1	null	1605	903
FBgn0038118	timeout	null	75226	4337
FBgn0051118	RabX4	null	1745	1416
FBgn0053777	CG33777	null	700	519
FBgn0052447	CG32447	null	15754	5180
FBgn0039449	CG6425	null	2225	2101
FBgn0039448	TwdlQ	null	1045	893
FBgn0038114	CG11670	null	2037	1418
FBgn0038115	CG7966	null	2056	1557
FBgn0039444	TwdlD	null	1030	965
FBgn0038113	CG11668	null	1810	1349
FBgn0039443	TwdlS	null	870	810
FBgn0038110	CG8031	null	2927	1318
FBgn0002183	dre4	null	4739	3690
FBgn0039441	TwdlN	null	1088	1088
FBgn0053770	CG33770	null	616	558
FBgn0039440	TwdlJ	null	908	908
FBgn0040466	Dlip2	null	1007	903
FBgn0040465	Dlip3	null	1753	1471
FBgn0040467	Dlip1	null	754	694
FBgn0053746	sncRNA:430t	null	36	36
FBgn0026169	snoRNA:Psi18S-1820	null	140	140
FBgn0052418	vito	null	1010	951
FBgn0026164	tRNA:Lys-TTT-2-3	null	73	73
FBgn0014184	Oda	null	7970	2445
FBgn0026163	tRNA:Lys-TTT-2-2	null	73	73
FBgn0026162	tRNA:Lys-TTT-2-1	null	73	73
FBgn0053740	sncRNA:430n	null	36	36
FBgn0053741	sncRNA:430o	null	36	36
FBgn0026160	tna	null	40969	6969
FBgn0014189	Hel25E	null	2989	2460
FBgn0053742	sncRNA:430p	null	36	36
FBgn0053743	sncRNA:430q	null	36	36
FBgn0052412	QC	null	1622	1141
FBgn0053744	sncRNA:430r	null	36	36
FBgn0052413	CG32413	null	1169	999
FBgn0053745	sncRNA:430s	null	36	36
FBgn0038149	GILT1	null	3337	1122
FBgn0038147	CCHa2	null	6139	1459
FBgn0039479	CG14257	null	6949	2628
FBgn0027490	D12	null	3308	3251
FBgn0038148	CG14377	null	749	749
FBgn0039478	Nep5	null	6292	3946
FBgn0027491	Cdk5alpha	null	2826	2040
FBgn0038145	Droj2	null	3178	2373
FBgn0038146	CG9799	null	3062	2939
FBgn0039476	CG6271	null	1142	1072
FBgn0027492	wdb	null	20567	7655
FBgn0038143	CG9813	null	6672	2859
FBgn0027493	Adss	null	5914	1951
FBgn0039475	CG6277	null	1147	1085
FBgn0038144	CG8870	null	1668	1535
FBgn0039474	CG6283	null	1141	1083
FBgn0027494	RpS10a	null	604	604
FBgn0039473	CG17191	null	1144	1090
FBgn0027495	Smyd4-4	null	2642	2474
FBgn0027496	epsilonCOP	null	1105	1105
FBgn0038142	CheA87a	null	699	643
FBgn0039472	CG17192	null	1108	1052
FBgn0027497	Madm	null	4629	3777
FBgn0039471	CG6295	null	1157	1091
FBgn0038140	PK2-R1	null	6777	2752
FBgn0039470	CG6296	null	2234	2127
FBgn0027498	CG2061	null	2456	2339
FBgn0027499	wde	null	8519	4856
FBgn0053757	CG33757	null	652	537
FBgn0053758	CG33758	null	647	537
FBgn0052428	CG32428	null	4050	2299
FBgn0026150	ApepP	null	2190	2190
FBgn0052420	tRNA:Val-TAC-1-1	null	73	73
FBgn0053752	CG33752	null	613	558
FBgn0052421	tRNA:Val-TAC-1-2	null	73	73
FBgn0014179	gcm	null	2248	2173
FBgn0052423	shep	null	122124	11502
FBgn0052425	CG32425	null	16785	4295
FBgn0039469	TwdlC	null	1611	1396
FBgn0038139	PK2-R2	null	5097	2932
FBgn0038136	CG8774	null	3567	3150
FBgn0039467	CG14253	null	7166	2708
FBgn0038134	wntD	null	1147	1147
FBgn0039466	CG5521	null	10949	7742
FBgn0038135	CG8773	null	3541	3145
FBgn0039465	Tsp97E	null	3754	2635
FBgn0038132	apn	null	1159	863
FBgn0039464	CG6330	null	8800	2326
FBgn0038133	Osi22	null	1218	1157
FBgn0039463	Spag1	null	1853	1625
FBgn0038130	CG8630	null	4807	2173
FBgn0039462	CG14252	null	1715	1301
FBgn0039461	CG5500	null	3830	859
FBgn0038131	CG15888	null	1584	1100
FBgn0041775	tral	null	5896	4170
FBgn0053725	CG33725	null	3838	684
FBgn0053727	sncRNA:430a	null	36	36
FBgn0053728	sncRNA:430b	null	36	36
FBgn0053729	sncRNA:430c	null	36	36
FBgn0039419	CG12290	null	4453	4453
FBgn0053721	CG33721	null	733	546
FBgn0039417	CG6073	null	1790	1564
FBgn0053723	CG33723	null	730	543
FBgn0014127	barr	null	3208	2908
FBgn0039415	CG6142	null	3995	2161
FBgn0039413	CG14556	null	1210	1210
FBgn0039411	dysf	null	22120	4225
FBgn0003462	Sod1	null	1460	735
FBgn0003463	sog	null	30152	6442
FBgn0003460	so	null	15523	2786
FBgn0004797	mdy	null	10305	2689
FBgn0003464	sol	null	7633	5724
FBgn0004795	retn	null	22211	4477
FBgn0053735	sncRNA:430i	null	36	36
FBgn0052404	Cpr65Aw	null	511	450
FBgn0053736	sncRNA:430j	null	36	36
FBgn0052405	Cpr65Av	null	752	642
FBgn0003479	spn-A	null	1342	1342
FBgn0053737	sncRNA:430k	null	36	36
FBgn0052406	PVRAP	null	29110	2919
FBgn0053738	sncRNA:430l	null	36	36
FBgn0052407	CG32407	null	1513	1377
FBgn0053739	sncRNA:430m	null	36	36
FBgn0052409	CG32409	null	1409	1231
FBgn0053730	sncRNA:430d	null	36	36
FBgn0039408	Cfap97D	null	1744	1432
FBgn0053731	sncRNA:430e	null	36	36
FBgn0039407	Trmt61	null	1798	1069
FBgn0053732	sncRNA:430f	null	36	36
FBgn0039406	RpL34a	null	848	621
FBgn0053733	sncRNA:430g	null	36	36
FBgn0039405	PIG-P	null	877	814
FBgn0053734	sncRNA:430h	null	36	36
FBgn0039404	CG14543	null	721	657
FBgn0039403	Sld5	null	891	773
FBgn0039402	Vps2	null	1308	1248
FBgn0003475	spir	null	37168	6505
FBgn0053702	CG33702	null	613	540
FBgn0053703	CG33703	null	653	546
FBgn0053704	CG33704	null	993	723
FBgn0014141	cher	null	33857	9428
FBgn0014143	croc	null	2347	2347
FBgn0038109	CG11656	null	1192	1113
FBgn0015477	Rme-8	null	9499	7771
FBgn0038107	CG17327	null	851	851
FBgn0039439	TwdlK	null	840	840
FBgn0053700	CG33700	null	11426	1116
FBgn0038108	CG7518	null	10316	8450
FBgn0039438	TwdlO	null	807	807
FBgn0053701	CR33701	null	315	315
FBgn0038105	yellow-f2	null	1753	1462
FBgn0039437	TwdlL	null	1066	1066
FBgn0038106	CG7488	null	1306	1249
FBgn0039436	TwdlB	null	1093	1025
FBgn0041723	rho-5	null	5876	4685
FBgn0039435	TwdlP	null	757	757
FBgn0039434	TwdlM	null	1107	1030
FBgn0003480	spn-B	null	1558	1384
FBgn0038102	CG14383	null	1136	1136
FBgn0039431	plum	null	65140	7490
FBgn0038100	Paip2	null	4697	2039
FBgn0039430	CG5455	null	8482	3002
FBgn0027453	Dnz1	null	2210	1949
FBgn0003482	spn-D	null	1407	1026
FBgn0003483	spn-E	null	6997	4678
FBgn0041720	snRNA:U2:34ABc	null	192	192
FBgn0003486	spo	null	2489	2489
FBgn0041721	snRNA:U12	null	238	238
FBgn0028789	Doc1	null	3668	1595
FBgn0016794	dos	null	6177	4666
FBgn0014133	bif	null	15771	8842
FBgn0016797	fz2	null	94399	7422
FBgn0039429	CG14238	null	2733	1910
FBgn0014135	bnl	null	42745	4559
FBgn0053710	CG33710	null	837	715
FBgn0039428	CG14237	null	366	366
FBgn0039427	CG5447	null	2052	1392
FBgn0039425	Ald2	null	2105	1983
FBgn0039424	ppk15	null	1748	1452
FBgn0039421	Nil	null	1184	1184
FBgn0039420	CG6154	null	14389	3893
FBgn0003495	spz	null	5081	2364
FBgn0003499	sr	null	44781	8113
FBgn0003429	slo	null	49105	10153
FBgn0041702	CG15107	null	1229	1118
FBgn0041706	CG3253	null	1962	1788
FBgn0041707	7B2	null	1196	1148
FBgn0003423	slgA	null	11158	4305
FBgn0003435	sm	null	113645	16635
FBgn0028717	Lnk	null	4729	3335
FBgn0041709	yellow-g	null	2889	1344
FBgn0015400	kek2	null	44947	6939
FBgn0015402	ksr	null	5517	5517
FBgn0041713	yellow-c	null	2448	1600
FBgn0041712	yellow-d	null	1866	1751
FBgn0041717	snRNA:U6atac	null	97	97
FBgn0041719	snRNA:U4:25F	null	148	148
FBgn0003430	slp1	null	1425	1425
FBgn0041711	yellow-e	null	5744	1844
FBgn0041710	yellow-f	null	1753	1439
FBgn0028746	CG18508	null	873	816
FBgn0003448	sna	null	1668	1668
FBgn0004779	Ccp84Ae	null	872	754
FBgn0003449	snf	null	1260	835
FBgn0004777	Ccp84Ag	null	1312	1097
FBgn0004778	Ccp84Af	null	638	580
FBgn0003447	sn	null	22578	3507
FBgn0016762	angel	null	1230	1230
FBgn0028740	CG6362	null	2148	1875
FBgn0028741	fab1	null	7967	7194
FBgn0003444	smo	null	4586	4008
FBgn0028743	Dhit	null	7808	4771
FBgn0028744	CG5033	null	2770	2514
FBgn0003459	stwl	null	7010	4334
FBgn0028737	eEF1beta	null	1059	960
FBgn0028738	ETH	null	813	755
FBgn0016754	sba	null	28800	6427
FBgn0016756	Usp47	null	8914	5636
FBgn0004782	Ccp84Ab	null	910	834
FBgn0004783	Ccp84Aa	null	820	765
FBgn0002121	l(2)gl	null	11538	5986
FBgn0004780	Ccp84Ad	null	796	735
FBgn0004781	Ccp84Ac	null	1124	1060
FBgn0003450	snk	null	2606	1435
FBgn0004784	inaC	null	3041	2351
FBgn0028734	Fmr1	null	8702	4904
FBgn0016701	Rab4	null	1518	1316
FBgn0028703	Nhe3	null	6530	4553
FBgn0028704	Nckx30C	null	34984	9704
FBgn0028707	Mt2	null	1163	1114
FBgn0028708	Mst85C	null	3587	1463
FBgn0016726	RpL29	null	637	389
FBgn0003401	shu	null	1826	1694
FBgn0028700	RfC38	null	1714	1604
FBgn0003415	skd	null	34621	12307
FBgn0003416	sl	null	6168	5678
FBgn0016715	Reg-2	null	1405	883
FBgn0003411	sisA	null	779	779
FBgn0003410	sina	null	4962	3257
FBgn0063083	lncRNA:CR33948	null	295	295
FBgn0051089	CG31089	null	1536	1408
FBgn0051088	CG31088	null	743	628
FBgn0051087	CG31087	null	2807	1458
FBgn0051086	CG31086	null	977	906
FBgn0051084	asRNA:CR31084	null	3055	490
FBgn0051081	TwdlR	null	1114	1059
FBgn0051080	TwdlH	null	983	920
FBgn0051099	CG31099	null	1515	1401
FBgn0051098	CG31098	null	1608	1487
FBgn0051097	CG31097	null	1651	1477
FBgn0051093	CG31093	null	653	585
FBgn0051092	LpR2	null	41739	5510
FBgn0051091	CG31091	null	2270	2149
FBgn0038090	CG10909	null	1173	1173
FBgn0051068	CG31068	null	2663	2419
FBgn0051065	ppk31	null	2008	1266
FBgn0052396	betaTub65B	null	1701	1649
FBgn0052391	CG32391	null	989	766
FBgn0052392	Rsph3	null	6618	2831
FBgn0038088	CG10126	null	3703	978
FBgn0038089	d-cup	null	1203	1095
FBgn0051064	CG31064	null	9581	5244
FBgn0038087	beat-Va	null	7860	3196
FBgn0038084	beat-Vc	null	37181	2253
FBgn0038082	Ugt37A2	null	1776	1710
FBgn0038083	Ugt37A3	null	1723	1667
FBgn0038080	CG12279	null	725	601
FBgn0051077	CG31077	null	3210	3149
FBgn0051076	CG31076	null	818	615
FBgn0026090	Lamtor5	null	1083	802
FBgn0038079	NijC	null	2251	1334
FBgn0038078	CG14391	null	614	614
FBgn0051075	CG31075	null	2894	1874
FBgn0038076	Cyp313a4	null	2097	1651
FBgn0038073	CG14395	null	11129	4562
FBgn0038074	Gnmt	null	1477	990
FBgn0051072	Lerp	null	20669	3615
FBgn0038071	Dtg	null	4853	2464
FBgn0051071	tRNA:Gln-TTG-1-2	null	72	72
FBgn0038072	CG6225	null	6284	2952
FBgn0051070	tRNA:Gln-TTG-1-3	null	72	72
FBgn0038070	CG6753	null	2320	1774
FBgn0040392	CG14050	null	1470	1385
FBgn0040391	CG2854	null	1814	1643
FBgn0040394	CG16903	null	2063	1936
FBgn0051044	lncRNA:CR31044	null	5106	5106
FBgn0040393	CG14265	null	557	557
FBgn0052374	CG32374	null	900	900
FBgn0052376	CG32376	null	876	876
FBgn0052379	CG32379	null	1854	1238
FBgn0052370	tRNA:Ala-AGC-2-1	null	73	73
FBgn0052371	CG32371	null	1084	1084
FBgn0052373	CG32373	null	108576	2217
FBgn0040396	CG3939	null	1206	931
FBgn0040395	Unc-76	null	13339	4096
FBgn0051041	CG31041	null	837	700
FBgn0040398	CG14629	null	1107	1107
FBgn0051040	Cog7	null	2507	2340
FBgn0040397	CG3655	null	61856	6593
FBgn0051055	CG31055	null	2503	2073
FBgn0051054	CR31054	null	709	523
FBgn0052380	SMSr	null	7425	2591
FBgn0052382	sphinx2	null	1180	1120
FBgn0038099	CG7091	null	2536	1880
FBgn0052383	sphinx1	null	985	915
FBgn0038097	CG14384	null	1775	1213
FBgn0051053	nenya	null	818	818
FBgn0038098	CG7381	null	9697	3501
FBgn0038095	Cyp304a1	null	2133	1716
