	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Lip4	0.394750266446454	-0.216575094741134	0.608	0.588	1
ninaB	0.394987134454727	0.181606806489947	0.863	0.863	1
FBti0063602	0.395077826423467	0.202308175293116	0.314	0.333	1
mxt	0.395082484842544	0.210520961820825	0.98	1	1
Pex23	0.39512131228774	-0.00497910775807675	0.961	0.882	1
Kmn1	0.39519285921068	0.0493880269621634	0.647	0.49	1
SkpB	0.395298636918111	0.417990816668191	0.373	0.314	1
Nepl17	0.395365482307085	0.28203536776385	0.51	0.549	1
CG13760	0.39555802994411	-0.0431881097686588	0.902	0.98	1
Rfx	0.395584619656424	-0.162920435386877	1	0.961	1
nahoda	0.395632399361964	0.461362122526097	0.941	0.902	1
FBti0062230	0.395724272685093	0.131529622705302	0.765	0.667	1
hppy	0.395790779617153	-0.00923805859586757	1	1	1
FBti0019517	0.395834154851789	0.202308175293116	0.353	0.235	1
CG11695	0.395870989793136	0.287243565686416	0.765	0.843	1
CG10361	0.395873262871015	-0.0272214687350245	0.49	0.745	1
CR42653	0.395934667975319	-0.20909559872299	0.392	0.373	1
Hat1	0.39595696648655	-0.0446365280023722	0.843	0.843	1
RR50515-transposable-element	0.396175427029519	0.0753755589516079	0.922	0.863	1
mir-990	0.396197874233163	0.163135835779673	0.49	0.569	1
RR41928-transposable-element	0.396351896083992	-0.19426882042206	0.353	0.412	1
lncRNA:CR44500	0.396360380903691	-0.222392421336448	0.196	0.275	1
CG6707	0.396409971928927	0.0829959974009835	1	1	1
CG13258	0.396577049708333	0.156868848616866	0.49	0.392	1
CG13482	0.396682507042392	-0.278535499373982	0.314	0.373	1
CG43445	0.39673710900075	-0.237943424870964	0.392	0.549	1
AIMP3	0.396745517364018	0.17324477200736	0.961	0.98	1
CG31370	0.39681924195976	0.448825812735127	0.49	0.51	1
Gpdh3	0.39690914244809	0.166649869409451	0.765	0.804	1
Odj	0.397025312572569	0.0411298759598546	0.824	0.863	1
dgo	0.397158208811996	0.413397140897588	0.49	0.373	1
CG45263	0.397200619017888	-0.256657835017709	0.98	1	1
lncRNA:CR44320	0.397249057430314	-0.270213887852282	0.902	0.922	1
CG8712	0.397315665560664	0	0.647	0.843	1
Sec63	0.397334059429158	0.0445495905629665	0.98	0.98	1
CG8027	0.397628644326233	0.0120058532601539	0.725	0.608	1
kis	0.397666957933362	0.061385977651911	1	1	1
CG32681	0.397691828669913	0.0196288067489324	0.275	0.196	1
pch2	0.398036112070476	0.11681366498275	0.471	0.549	1
CG10257	0.398153129795557	-0.162970476805222	0.882	0.902	1
Klp3A	0.398186302524851	0.268935007273478	0.373	0.451	1
CG8915	0.398243903959061	0.0972218077126681	0.784	0.667	1
Tsp97E	0.39831174894014	0.0236958332292652	1	1	1
CG42458	0.398408528054139	-0.399276622801631	0.882	0.863	1
FBti0020160	0.398412220139186	-0.185031893832521	0.235	0.353	1
CG2278	0.398444091924819	0.0428078980268234	0.922	0.961	1
CG3706	0.398528861988319	-0.085247286618511	0.353	0.471	1
qsm	0.398588480002132	0.336223564854082	0.902	0.784	1
sick	0.398993503995528	0.833261843763468	1	1	1
Pif1	0.39900603575087	0.492205359801304	0.275	0.235	1
CG11147	0.39924933852233	-0.218769911429743	0.961	0.941	1
asRNA:CR45139	0.399367477150752	-0.0719997238625343	0.784	0.824	1
CG33156	0.399405759001036	0.256955237501582	0.882	0.98	1
FBti0061569	0.399523677091923	-0.29373120305671	0.314	0.373	1
sas	0.399609375042156	0.471634816911023	0.784	0.686	1
CG33946	0.399636430655304	-0.725825036561006	0.157	0.216	1
Prestin	0.399820373003477	-0.0222047362406697	0.863	0.98	1
CG32436	0.399833134941228	0.410283969308209	0.294	0.176	1
CG32687	0.400120472233153	0.503720894782094	0.902	0.902	1
CG9766	0.400135127846631	0.128986440720078	0.725	0.647	1
CG7903	0.400156351027429	0.177170083735412	0.961	0.902	1
shv	0.400167165659663	0.205974661902485	0.569	0.608	1
lncRNA:CR43878	0.400204989481634	-0.143103511531809	0.863	0.863	1
FBti0063549	0.400286780931374	-0.13632147121278	0.373	0.569	1
Wnt4	0.400449327133385	-0.302132556703524	0.804	0.765	1
CG1910	0.400602414937308	0.0984037040609946	0.961	1	1
Vajk2	0.400608049024899	0.354574957340041	0.941	0.941	1
asRNA:CR45873	0.400654925730087	0.0347654181606765	0.294	0.431	1
IRSp53	0.40090822518547	0.0853517597422648	0.902	0.941	1
asRNA:CR46069	0.401121141079632	0.478653598574815	0.255	0.118	1
CG16710	0.401335697537532	-0.0943788237790475	0.725	0.745	1
bur	0.401539609989422	0.204189566073407	0.98	0.98	1
RASSF8	0.401559779453654	0.131121616471946	1	1	1
CG9664	0.401699268669007	0.103093492964104	0.588	0.627	1
CG31808	0.401817479066916	-0.0464556632233775	1	1	1
Sardh	0.401955496399585	0.0962153152593033	0.392	0.471	1
zetaCOP	0.402180501029255	0.157939206940979	0.98	0.941	1
CG33213	0.402375944736694	0.101879614019214	0.627	0.608	1
CG32232	0.402581614353393	0.156119201917282	0.49	0.373	1
CG3434	0.402664833035392	0.197036847059553	0.569	0.647	1
CG1354	0.402741863824794	0.31184135188846	0.922	1	1
CG32267	0.40323878822868	0.0160877089766638	1	0.98	1
SNF4Agamma	0.403250183040785	0.306825424054683	1	1	1
CG5815	0.403368574631098	0.208198539753694	0.902	0.902	1
FBti0019547	0.403588139942299	-0.171480467944354	0.353	0.451	1
FBti0062420	0.403592755187912	-0.00773564877960542	0.745	0.804	1
FBti0020259	0.403690539484754	0.0221957461141962	0.412	0.588	1
CG33645	0.403793024303732	0.0641303374197157	0.255	0.098	1
CG7272	0.40379304486011	0.124720515809175	0.961	0.902	1
Pgm2a	0.403913217361342	0.232802204414379	0.882	0.941	1
fon	0.403962092789825	0.144908304971686	0.882	0.961	1
UbcE2M	0.404243387661028	0.224853658852731	0.961	0.961	1
BCAS2	0.404519683606547	-0.0210177812690828	0.843	0.804	1
FBti0061958	0.40460181880747	-0.183122303823889	0.392	0.49	1
stai	0.404708751758509	-0.0237149905422207	1	1	1
CG34138	0.40475244760476	0.360747343777891	0.333	0.255	1
SkpA	0.404817853549668	0.00482968661774663	1	0.98	1
Sin3A	0.40496232261523	0.0374555804732175	1	1	1
FBti0059688	0.405513780019589	0.211094830002062	0.765	0.784	1
CG6985	0.405603662427833	0.466422885545755	0.392	0.373	1
Pbp95	0.405745376377382	-0.0378020327123845	0.549	0.608	1
ND-51L2	0.405751147030744	0.147557188413858	0.275	0.157	1
az2	0.4060532233812	-0.064851144349968	0.824	0.784	1
CG34001	0.406130637652034	0.0365258760251141	0.392	0.51	1
CG8051	0.406186432978138	0.0539388071108036	0.431	0.471	1
Tango10	0.406207876110556	0.213920905268997	0.98	0.961	1
Cpr76Bd	0.406321582697628	0.553935605100532	0.549	0.49	1
Pld3	0.406424809326262	0.250831606861279	0.745	0.765	1
Rpb8	0.406444970136863	-0.0985355383005388	0.784	0.843	1
Kat60	0.406668488547372	0.171640249582641	0.941	0.941	1
CG9727	0.40667473394195	0.199045429415675	0.98	0.941	1
GlcAT-P	0.406795541165764	-0.252088864836017	1	1	1
CG12698	0.406797940701784	-0.385891153619327	0.196	0.333	1
CG18858	0.406874834896063	0.165059246270497	0.353	0.353	1
mtsh	0.407099178925171	0.640104054913618	0.255	0.118	1
CG42807	0.407126395702139	0.523146493119401	0.451	0.431	1
CG4409	0.40721562351534	0.373974842656957	0.961	0.882	1
RhoGAP19D	0.40735509386453	0.221606784267486	1	1	1
CG1371	0.40740726732486	0.0720596736358257	0.941	0.941	1
asRNA:CR45384	0.407472192597765	0.286304185156641	0.275	0.176	1
CG3345	0.407520962063264	0.258152184454048	0.471	0.51	1
Mal-A5	0.407577028978291	0.093917863387639	0.725	0.882	1
CrebB	0.407702121059938	0.208884686103794	1	1	1
CG15525	0.40783642408484	-0.0416591516372149	0.804	0.863	1
lncRNA:CR44458	0.408061610302892	0.327782980417917	0.745	0.745	1
CG18731	0.408162538346791	0.179119712870749	0.784	0.882	1
lncRNA:CR34335	0.408294186930164	0.0483412297264678	1	1	1
Chmp1	0.40831261033853	0.157744132204843	0.98	0.961	1
CG3597	0.408412107971499	-0.15137295801643	0.765	0.804	1
CG17364	0.408428488347672	-0.260502075212083	1	1	1
mir-4955	0.408472444736642	-0.234465253637023	0.137	0.235	1
Cpr64Ad	0.408646598059148	0.262036346270718	0.51	0.569	1
CG15701	0.408700194013365	-0.23288479515409	0.431	0.51	1
Sodh-2	0.408705225310721	-0.411174859646445	0.627	0.647	1
lncRNA:CR43859	0.408718835844853	-0.31034012061215	0.196	0.294	1
lncRNA:CR45199	0.408792291729128	0	0.333	0.255	1
emp	0.409155425327312	0.0454827697940088	0.98	0.961	1
FBti0060201	0.409348652143415	0	0.451	0.588	1
CG4408	0.409600394583794	0.267549886956286	0.667	0.588	1
cass	0.409613142076072	-0.0620127811204103	1	1	1
ATPsyndelta	0.409767444330784	0.0937787919634507	1	1	1
CG12420	0.409968194422972	0.226275855823676	0.529	0.471	1
EndoU	0.410443662758384	-0.0679573841004753	0.412	0.49	1
mwh	0.410524971693144	0.681794252227068	0.667	0.51	1
CG8086	0.410772211581154	0.131502287804898	0.765	0.902	1
CG15765	0.410807584796996	-0.253317108928819	1	1	1
FBti0019601	0.410835857615585	-0.356485316923731	0.255	0.373	1
tRNA:Arg-TCG-2-4	0.41090781323128	-0.360997659565955	0.216	0.275	1
CG40160	0.411024216802228	0.146019719244033	0.804	0.882	1
CG13773	0.411789945783186	0.263546999564853	0.784	0.882	1
FBti0019407	0.411858277164791	-0.046293652273935	0.216	0.353	1
Taldo	0.411890200486678	0.294585846688267	0.98	0.98	1
Ir68a	0.412107703938245	-0.288345494362981	0.294	0.451	1
FBti0062030	0.412193442413075	-0.210566985939658	0.176	0.275	1
Srp19	0.41220657365532	0.194679048448323	0.902	0.902	1
ClC-b	0.412245844286305	0.0871047191085248	0.902	0.941	1
CG12869	0.412375478912783	0.963005792517798	0.294	0.216	1
nonA-l	0.412425114387475	0.0793285544127667	0.922	0.941	1
CG9689	0.412680605462726	0.85248338744757	0.941	0.961	1
CG10793	0.41273256228732	0.195015982405143	0.275	0.216	1
sev	0.412739740489382	0.377938480807913	0.667	0.686	1
CG17637	0.412754659020376	0.219678036639412	0.51	0.49	1
CG46303	0.41277557690394	0.166897308744744	0.275	0.078	1
FBti0063523	0.412850759092814	0.139606067295582	0.588	0.51	1
CG10417	0.412867039527911	0.127595828248213	1	1	1
CG14186	0.412931649899307	0.183172170307916	1	1	1
FBti0063514	0.413140657794345	-0.355786898903398	0.686	0.784	1
CG9777	0.413156066465179	0.272525854811091	0.431	0.353	1
CG13604	0.413634323560997	0.199824664431173	0.843	0.804	1
Flacc	0.413690637048982	0.0220744531384227	1	0.961	1
ko	0.413742400434644	-0.160365696798842	0.941	0.941	1
mrt	0.413942544332883	0.0670661884365771	0.922	0.961	1
Ing5	0.414025333722028	-0.0134958424842235	0.882	0.902	1
lncRNA:CR44716	0.414115925687347	0.260727938450624	0.765	0.745	1
CG5346	0.414257173922954	0.0522863019426216	0.843	0.824	1
chif	0.414259502962229	0.0149969649908153	0.98	0.941	1
CG34409	0.414259776287222	0.448052556506807	0.608	0.471	1
usp	0.414291828347144	0.0175658727428987	0.98	0.902	1
Prosalpha7	0.414349746918991	0.0297181629642234	0.98	0.961	1
CG5326	0.414511825618898	0.374311304237411	0.824	0.745	1
lncRNA:CR46080	0.414516946408723	0.168122758808327	0.294	0.255	1
CG5945	0.414540725850912	-0.0480508233382144	1	1	1
Gle1	0.414553340418433	-0.039855988814113	0.863	0.882	1
asRNA:CR45896	0.414601969969346	-0.0984037040609945	0.275	0.412	1
jnj	0.414750493770836	0.072832880011442	0.902	0.882	1
Art7	0.414913923366495	-0.0276917338690486	0.608	0.627	1
CG43341	0.415030104837533	0.0627357553479628	0.431	0.51	1
CG13698	0.415288795786184	-0.0109088991669388	0.961	0.941	1
Ero1L	0.415469999265028	0.144749818290737	0.961	0.98	1
EDTP	0.415562059568103	0.194035180867568	1	0.98	1
Myo81F	0.415731656721364	0.251887057634631	1	1	1
Obp83g	0.415887992937317	0.541601460562514	0.608	0.667	1
GCC185	0.416045008427311	0.136786656634122	0.922	0.863	1
Wbp2	0.416091533578027	0.142669737111613	1	1	1
kuk	0.416094972676727	0.268660024895653	0.941	0.961	1
Rab5	0.416209299735229	0.181384116817376	1	1	1
Prosbeta7	0.416263073096439	0.0295365206691738	0.882	0.961	1
CG11983	0.41628121820822	-0.166510337029548	0.569	0.608	1
Fas3	0.416343319527984	0.211816854942986	1	0.961	1
Nup93-2	0.416350399037209	0.0896878875945673	0.667	0.706	1
CG14591	0.416394829901107	-0.0237991889641069	1	1	1
lncRNA:CR44417	0.41644192574713	0.104521429518248	1	0.961	1
FBti0062216	0.416452844455563	0.410632320158843	0.255	0.176	1
nkd	0.416507770470677	-0.0468060563763206	0.961	0.98	1
CG8407	0.416794642631411	-0.351985328743542	0.451	0.431	1
beag	0.417150382818194	-0.178228305173521	0.824	0.824	1
asRNA:CR45124	0.41719705886246	0.575860293613904	0.353	0.392	1
CG8223	0.417208793096614	0.158077063712453	0.902	0.961	1
brun	0.417241961988644	0.0840950919349384	0.922	0.961	1
CG9643	0.417399756500268	0.241776785273275	0.765	0.765	1
CG34325	0.417560030676337	0.286264604502832	0.686	0.549	1
CHKov1	0.417648508009264	0.404390255079336	0.725	0.745	1
B-H2	0.417701603072126	0.270896523606764	0.49	0.392	1
Cpr73D	0.417730062835688	0.308849032867863	0.686	0.745	1
CG13625	0.417843097022708	0.0748679207824976	0.902	0.843	1
CG30480	0.417869412985247	-0.053439258961461	0.333	0.451	1
Ugt35C1	0.417891114895589	0.0501234794258365	0.588	0.706	1
tnc	0.417901528188283	-0.400903215075208	0.725	0.824	1
gry	0.417934070552134	0.162271428898877	0.882	0.941	1
Gk2	0.417987174658305	0.378913171256754	0.882	0.843	1
Teh4	0.418016999613059	0.141391536993151	0.922	0.922	1
CG7328	0.418193633811401	0.629750422467994	0.412	0.314	1
FBti0019234	0.418447987921482	0.745070643803261	0.353	0.392	1
FBti0060885	0.418799845482185	-0.236915344869912	0.49	0.549	1
Ccdc85	0.418845161539503	0.466861824112786	0.627	0.588	1
CG2681	0.418862497136794	0.293083179400803	0.745	0.765	1
beat-IV	0.418912722418622	-0.368421709987146	0.961	0.98	1
FBti0019377	0.418973621368328	-0.354842717360097	0.392	0.412	1
Adh	0.419067959611843	0.0276386813222804	0.412	0.431	1
Snx3	0.419243067718418	0.109994596848484	1	1	1
NT5E-2	0.419311846245546	-0.32607973815783	0.529	0.529	1
FBti0060848	0.419464000009767	-0.155069396492833	0.431	0.471	1
Or2a	0.419471969268593	-0.176877762084079	0.235	0.353	1
lncRNA:CR44612	0.419542072007897	0.0595010117486619	0.647	0.49	1
CG10623	0.419711043539031	0.231748716906846	0.784	0.667	1
lncRNA:CR45674	0.419824885130008	-0.0115879742752116	0.725	0.549	1
drk	0.41997278182399	0.00626918983640845	1	0.98	1
mirr	0.419977834300771	-0.244124553511894	0.784	0.765	1
dnc	0.420012884766904	0.122125514330968	1	1	1
CG34039	0.420048922738459	-0.0422524870520711	0.863	0.941	1
CG43175	0.42007193579519	0.34577483684173	0.294	0.275	1
CCHa1	0.420072042240044	-0.675186193434218	0.549	0.529	1
Noa36	0.4201032411157	0.0106341639284104	0.882	0.902	1
CG11593	0.420418457577724	0.126200874684434	0.961	0.961	1
Invadolysin	0.420633710275933	0.0222778632786991	0.98	1	1
Gem3	0.420670352283605	-0.100928908850781	0.745	0.725	1
ft	0.420700816346592	0.654198133996184	0.588	0.49	1
5-HT2A	0.420773607364389	-0.0246821465005365	1	1	1
FBti0020297	0.420884152704259	-0.00529429966951289	0.706	0.627	1
FBti0019044	0.420924163318834	0.192033636932655	0.588	0.569	1
CG30060	0.421093017524106	-0.186413124230882	0.667	0.627	1
CG5033	0.421490707517471	0.342761598304528	0.647	0.667	1
CG4911	0.421899848284949	0.166879210014422	1	1	1
Sec23	0.422066179692635	0.23913257169719	0.961	0.922	1
Rpn1	0.422109361665144	0.242554341344734	0.922	0.961	1
CG32551	0.422246775819887	-0.109229069754758	0.275	0.235	1
FBti0061469	0.422410146368275	-0.0518389315196178	0.196	0.333	1
dmt	0.42241289459353	-0.0661144338029329	0.882	0.941	1
CG6903	0.422595514091817	-0.0465242805281045	0.961	0.961	1
Cyp6a2	0.422883839145716	-0.155278225477911	0.49	0.451	1
mt:ND6	0.423304297500262	-0.11307189977405	0.98	0.98	1
CG11596	0.423317356058612	0.0210616155278296	0.804	0.863	1
Trax	0.423388359799581	0	0.843	0.804	1
CG16756	0.42358117075328	0.266538027259858	0.922	0.902	1
pb	0.423618863587875	-0.327388808383035	0.549	0.549	1
Rsph9	0.423643976421574	0.839535327806754	0.235	0.078	1
ftz-f1	0.423861780382242	0.125367393539532	1	1	1
Sf3b6	0.423879026542196	0.167285627948279	0.961	0.922	1
Stat92E	0.424133972767511	0.301630090230917	1	1	1
lncRNA:CR45979	0.424152923241015	0.157476074851432	0.824	0.902	1
tok	0.424432895780138	-0.228973772758403	0.941	1	1
CG7906	0.424446243785333	-0.175442006409878	0.294	0.373	1
Trf4-1	0.424465255161684	0.161717589155098	1	1	1
elg1	0.424598219192707	0.782692867823335	0.294	0.392	1
ND-ASHI	0.424636661776992	-0.0884196413567402	1	1	1
mino	0.424781025912461	-0.0541810381510626	0.843	0.922	1
zda	0.424785666158732	0.022896535595887	1	1	1
Task6	0.424822190452628	-0.147443951488962	1	1	1
Pax	0.425346131199053	0.00924478447730692	1	0.941	1
FBti0059667	0.42537982122548	-0.0360692547075216	0.431	0.49	1
FBti0019646	0.425404240555069	0.013546531837948	0.255	0.373	1
ex	0.425650411836255	0.333961629545723	0.667	0.765	1
CG3071	0.425739787936249	0.277367756847823	0.824	0.824	1
FBti0061664	0.425757843085728	-0.191577600985896	0.51	0.549	1
CG33223	0.425810787337671	0.441189787134812	0.412	0.373	1
NLaz	0.425905163876029	0.000786853055168457	0.922	0.961	1
lncRNA:CR44109	0.42617450993085	-0.155069396492833	0.471	0.471	1
CG14230	0.426324425992743	0.421296489750526	0.588	0.725	1
Thor	0.426478283533118	0.35649800673824	0.98	0.98	1
Chro	0.42648380536777	0.0566218220408947	1	1	1
lncRNA:CR45156	0.42657153014916	-0.172467196004765	0.471	0.51	1
CG16953	0.426719886084983	-0.0592585175401226	0.98	0.98	1
CG5316	0.426750920543448	0.200316738777874	0.961	0.961	1
asRNA:CR45171	0.426826584562966	0.466318004222537	0.275	0.196	1
dind	0.426931476311815	-0.00608305205184356	0.863	0.843	1
Stim	0.426983872053459	0.152908384895817	0.98	0.98	1
CG31778	0.427150748616287	0.0409973718721917	0.725	0.804	1
osa	0.427424504783137	-0.0383909899706083	1	1	1
lolal	0.427642302540138	0.106082112374174	1	1	1
Tom40	0.427789316471038	-0.0120491074707232	0.98	1	1
FBti0062174	0.427878773919277	-0.516790998079577	0.078	0.294	1
boly	0.428170122145541	0.211504105193712	0.294	0.196	1
maf-S	0.428178279907964	0.0393313641446023	0.98	1	1
alc	0.428183088421123	-0.0240287865370243	1	1	1
to	0.428401200972981	0.0357297865394255	0.765	0.804	1
MYPT-75D	0.428666796997546	-0.132175108834912	0.98	1	1
FBti0019532	0.428818331087076	-0.124626654513745	0.451	0.49	1
Atf3	0.429010236471733	0.173407052638599	0.961	0.961	1
CG33643	0.429123387193886	0.174678531412947	0.333	0.353	1
lncRNA:CR44854	0.42973080827467	-0.321928094887362	0.275	0.255	1
CG34293	0.429771846208623	-0.126263772646173	0.824	0.843	1
Vha100-2	0.429969754218239	0.134473711559947	0.863	0.784	1
shop	0.430111239479688	0.188623880495552	0.784	0.745	1
Snx17	0.430121404049387	0.149806940585716	0.922	0.98	1
thoc6	0.430352631134177	0.291181734992338	0.765	0.725	1
FBti0020412	0.430373329909938	-0.187278568192581	0.824	0.784	1
Cyp1	0.430422635682791	0.0817653318808684	1	1	1
Trp1	0.430577265114	-0.0337281822245137	1	1	1
CG1463	0.430609668513832	-0.163617722347765	0.824	0.824	1
IFT54	0.430639674443462	0.358191638874134	0.353	0.235	1
FBti0019630	0.430652643088504	-0.200077835448913	0.392	0.451	1
CG15043	0.430679764387759	0.2688167584278	0.392	0.294	1
FBti0060386	0.430807980334429	-0.163498732282879	0.216	0.294	1
wun	0.431052084268138	-0.0421580038289164	0.98	1	1
CG32448	0.431212314051188	-0.111495369339675	0.882	0.843	1
CG12004	0.431405549308846	0.0166244743994275	1	1	1
CG5381	0.431749851043694	0.277250907814346	0.706	0.647	1
Cog6	0.431811088598974	0.0210924084595594	0.902	0.882	1
FBti0062388	0.431867155860696	0.180572245641821	0.333	0.235	1
lncRNA:CR43424	0.431890006354052	0.383328639551505	0.216	0.176	1
CG13603	0.431933463940829	-0.0903722518627248	0.98	0.98	1
lncRNA:CR46208	0.432022204715577	0.21978120787991	0.216	0.275	1
FBti0063728	0.43224451556066	0.153805336079035	0.569	0.549	1
CG15535	0.432482553498167	0.0942841071063532	0.902	0.941	1
FBti0020019	0.432617523213544	-0.0919224894410391	0.667	0.608	1
snoRNA:Psi18S-1086	0.432622884423284	-0.0170735133589414	0.137	0.333	1
kek3	0.43263991576006	-0.288415560036768	0.98	0.98	1
ema	0.432781330021655	-0.00719037820647994	0.961	1	1
alpha-Est1	0.43292666439993	0.0617761975866893	0.882	0.941	1
CG8675	0.432966811821233	-0.0585164645669409	0.765	0.745	1
Hsc70-4	0.433170787222952	0.248012287266146	1	1	1
CG15625	0.433439835382829	0.592122292294022	0.196	0.118	1
CG13151	0.433536062162185	-0.270853910293093	0.49	0.549	1
Snap29	0.433544480595383	0.2035625981426	0.882	0.941	1
lncRNA:CR46010	0.43355189798312	-0.219965683941908	0.255	0.353	1
CG32354	0.433645426456473	-0.106616910719773	0.686	0.745	1
Dpit47	0.433810498419029	0.244087492435767	0.686	0.745	1
Rpp21	0.433863463561958	-0.15718333255073	0.431	0.471	1
CG6867	0.433931887751055	-0.403449525003632	0.922	0.882	1
lncRNA:CR45382	0.434043375746985	-0.0807312721128568	0.51	0.588	1
ATPsyngamma	0.434065658597846	0.0321202276359598	1	1	1
jdp	0.434149417785219	-0.101034906301653	1	1	1
CG8389	0.434260021108067	0.544739640336831	0.882	0.882	1
lncRNA:CR45910	0.434264050238736	-0.0429700389655583	0.941	0.922	1
Klp31E	0.434419023958286	0.0813348344531204	0.824	0.804	1
FBti0061764	0.434503941711202	-0.218180170049534	0.333	0.392	1
rdx	0.434608827570413	0.0184282232055164	1	1	1
CG14722	0.434638624318659	0.072262743400811	0.843	0.824	1
FBti0062414	0.434731400110449	0.0049662528933494	0.627	0.706	1
I-2	0.435067358574008	0.265777545404288	0.98	0.941	1
Cyp309a2	0.435080370198301	0.38570883401326	0.706	0.549	1
CG32533	0.435234320377652	-0.153129758899334	0.863	0.922	1
CG12699	0.435262562430333	-0.290590128354355	0.294	0.333	1
CG5493	0.435718177155032	0.209570594052628	0.941	0.922	1
CG5515	0.435789444635211	-0.0371407353471325	0.902	0.922	1
CG15674	0.435888165662164	-0.105610187960599	0.176	0.333	1
slim	0.436039488909615	0.0875426738619796	1	0.98	1
FBti0020288	0.436218433270498	-0.0694214009574796	0.373	0.451	1
CG44005	0.436230834471846	0.850622375961774	0.216	0.118	1
Loxl1	0.436262888245604	-0.0948591863414416	0.216	0.373	1
Pgant6	0.436486934686026	-0.0249053417628202	0.706	0.784	1
rtp	0.43651462725543	0.334173030293375	1	1	1
BomBc2	0.436634638396056	0.331244984193225	1	0.961	1
CG43996	0.436730133809445	0.234465253637023	0.255	0.216	1
lncRNA:CR44082	0.436782945536395	-0.186621290314626	0.549	0.608	1
FBti0063166	0.436837813415563	-0.120423040024738	0.765	0.706	1
CG17928	0.437044475403199	-0.233199176293031	0.745	0.784	1
Meltrin	0.437321701018316	0.203835400888313	1	1	1
inaD	0.437354345265234	0.327354411252301	1	0.98	1
IntS2	0.437366093817062	0.209817728565825	0.765	0.804	1
lncRNA:alphagamma-element:CR32865	0.43741293125035	0.615547732465412	0.902	0.902	1
CG3756	0.43748137405266	0.236700258020332	0.627	0.686	1
Dyb	0.43755874327738	0.0602581135991107	0.98	1	1
exp	0.437562187477952	0.628841543371758	0.686	0.765	1
CG12343	0.437626500007061	0.00482238345684305	0.902	0.922	1
sphinx1	0.437662067019631	-0.0139391909578739	0.353	0.294	1
CG33090	0.437851980468786	0.181061294812906	0.961	0.922	1
ZnT86D	0.437864463425017	0.215573052127524	0.784	0.843	1
CG32507	0.438063960261006	-0.395928676331139	0.059	0.235	1
AP-2alpha	0.438116340108103	0.0276463698821408	1	1	1
FBti0020388	0.438192520400494	-0.122856747785533	0.255	0.373	1
MED26	0.438196727766298	0.0587197131666049	1	1	1
CG31469	0.438262869582101	0.568283759574526	0.627	0.686	1
FBti0063758	0.438302139011958	-0.115477217419936	0.294	0.431	1
Smyd4-1	0.438375387046212	0.195170952601424	0.588	0.588	1
PGRP-SA	0.438713920142766	0.324839690307265	0.608	0.627	1
asRNA:CR46066	0.438798265696453	0.137503523749935	0.51	0.49	1
side-IV	0.439023775468554	-0.244697032457196	0.98	0.98	1
Rhp	0.439030190093934	-0.397026091294525	0.941	0.882	1
SecCl	0.439033470774951	0.419736835814665	0.647	0.686	1
CG12643	0.439060838485744	0.598637437618233	0.588	0.588	1
ida	0.439466911230108	0.137503523749935	0.451	0.392	1
CG5022	0.439491876389518	0.189916476629779	0.902	0.922	1
FBti0019619	0.439493022401977	-0.192645077942396	0.314	0.373	1
Pdk1	0.43965505011383	0.469096518741731	1	1	1
nAChRbeta1	0.439780960850332	-0.292587778639753	1	1	1
Inx3	0.439968789234712	0.346274684548224	1	0.961	1
FBti0020083	0.440011853032132	0.43389652653016	0.255	0.078	1
CG16749	0.440394037852885	0.0735650946846556	0.784	0.902	1
HP1e	0.440445975218393	0.14086253583985	0.784	0.686	1
CG8209	0.440475733014925	0.232757585210117	0.863	0.765	1
CG17048	0.440527084384955	-0.217098121666935	0.314	0.412	1
senju	0.440683724375185	0	0.706	0.765	1
TkR86C	0.44079556410643	-0.21184525656821	0.745	0.706	1
Pi3K21B	0.440989763528062	0.176623539493175	1	1	1
puc	0.441038707995451	0.119151223704095	0.98	1	1
CG13135	0.441194346679753	-0.308631272273904	0.431	0.392	1
ranshi	0.441316401086332	-0.126633438531017	0.647	0.627	1
Cyp6w1	0.441550728036761	0.469629042460413	0.843	0.863	1
CG3842	0.441723381695264	0.143900113017149	0.882	0.863	1
Lap1	0.441739355666273	-0.00767101335292875	0.961	0.941	1
CG11407	0.442137630927805	0.0329200651775388	0.863	0.941	1
spn-B	0.442173853130595	0.186011985609949	0.353	0.333	1
lncRNA:CR44498	0.442651056417553	-0.312323812830265	0.451	0.471	1
CG10082	0.442793412592296	-0.0746125529241297	1	1	1
zip	0.442818392245591	0.16309464283052	1	0.98	1
CG7394	0.442909061203897	0.384797886101161	0.961	0.98	1
csul	0.442973845932261	0.129691076639637	0.627	0.569	1
lncRNA:CR45181	0.443116927023446	-0.11664491885227	0.176	0.275	1
Coq7	0.443254747054711	0.074890859189332	0.941	0.941	1
mt:ND1	0.443269398490699	0.0818396649109623	0.98	1	1
vimar	0.443411760745133	0.0258309330076436	0.922	0.941	1
CG43742	0.443456220161677	-0.22650852980868	0.255	0.353	1
CG6660	0.443520084171545	0.247927513443586	0.235	0.255	1
CG15021	0.443659441783194	0.0515067119669856	0.784	0.941	1
Rpt2	0.443663585524026	-0.0120296888611993	0.863	0.961	1
tth	0.443687379895139	0.219378745349236	1	1	1
FBti0060599	0.443747765623428	-0.452512204697507	0.216	0.333	1
Ggt-1	0.443803225472393	0.386103721034017	0.745	0.686	1
