	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
asRNA:CR43933	2.73123659156004e-10	1.35556636945381	0.011	0.004	6.53639541092149e-06
CG30108	2.9415785006787e-10	0.867892253729623	0.011	0.004	7.03978566782426e-06
lncRNA:CR45457	2.94710119941787e-10	0.822342054482082	0.019	0.009	7.05300259044684e-06
Ipk1	3.01580680733764e-10	0.607095179317388	0.028	0.016	7.21742885132044e-06
Cyp6a8	3.10136432549108e-10	0.674129229005187	0.025	0.014	7.42218510376526e-06
FBti0020086	4.01157469154944e-10	1.40668214027318	0.011	0.004	9.60050055181612e-06
pxb	4.21230507858291e-10	-0.521450244787566	0.137	0.164	1.00808885140646e-05
natalisin	4.62658118860261e-10	1.1960566013916	0.017	0.008	1.10723341005638e-05
CG9616	4.99676117942697e-10	-1.75451999589434	0.004	0.011	1.19582488546046e-05
CG14937	5.13453613159787e-10	0.709766737350909	0.029	0.017	1.228797187014e-05
Dtg	5.55686677780853e-10	0.978789821401767	0.013	0.005	1.32986935726514e-05
r	5.73822083883062e-10	0.565598982591923	0.039	0.024	1.37327101114894e-05
FBti0019232	6.01092680581087e-10	1.30231851590628	0.014	0.006	1.43853500316666e-05
DNAlig3	6.01124045392864e-10	0.546727216919743	0.054	0.037	1.4386100654342e-05
CG32191	6.13798061068915e-10	0.898360250829713	0.022	0.011	1.46894151975013e-05
Ice1	6.3510355314178e-10	0.736430953902505	0.027	0.015	1.51992982337891e-05
asRNA:CR45951	6.53075583468827e-10	-0.568921436580684	0.045	0.064	1.5629404863576e-05
lncRNA:CR45237	7.29652200906488e-10	-0.882624155066554	0.02	0.033	1.74620364720941e-05
CG1983	7.44198968494161e-10	-0.551650183019749	0.071	0.092	1.78101697140023e-05
CG6310	7.58095595641166e-10	0.941178254096609	0.018	0.009	1.81427437948844e-05
CG13722	8.15593296536182e-10	1.00506699572367	0.028	0.016	1.95187787727039e-05
CG13325	8.31349530425864e-10	-0.680952625244212	0.022	0.036	1.98958569621518e-05
CG7860	8.48071657827548e-10	1.21314927014831	0.016	0.007	2.02960509151289e-05
lncRNA:CR43242	9.73702095429231e-10	-0.583443932981889	0.062	0.083	2.33026385478124e-05
Nup62	1.0031359381761e-09	0.53497703285066	0.056	0.039	2.40070492724304e-05
RR48326-transposable-element	1.14461054295205e-09	-1.38324056854929	0.006	0.014	2.73928195139284e-05
CG3505	1.22665049789855e-09	0.583381359669117	0.037	0.023	2.9356199715708e-05
CG11768	1.25669295181771e-09	-0.534198997978899	0.094	0.117	3.00751757229015e-05
lncRNA:CR45456	1.32269337577717e-09	0.951286702867529	0.031	0.018	3.16546978690991e-05
CG7632	1.35573461417442e-09	0.652831067268268	0.03	0.018	3.24454407864223e-05
CG34165	1.51178148725533e-09	1.18041182113051	0.017	0.008	3.61799545529945e-05
Osi9	1.56567742095132e-09	0.810256362192567	0.024	0.013	3.7469792038207e-05
yellow-d2	1.60351228444957e-09	0.659959113869339	0.028	0.016	3.83752559914472e-05
mth	1.76306977956694e-09	0.506608780153024	0.049	0.033	4.21937859645961e-05
CG7214	1.81380354826945e-09	-0.565115780966019	0.124	0.149	4.34079465171844e-05
FBti0102105	1.83350678207977e-09	1.02579880181113	0.016	0.007	4.3879484308733e-05
dUTPase	2.04709795369391e-09	0.565968667156968	0.041	0.026	4.89911482278026e-05
CycD	2.20081657075943e-09	0.543450405962269	0.029	0.017	5.26699421714147e-05
CG43402	2.28710462489955e-09	0.783593671284413	0.022	0.012	5.4734987883096e-05
lncRNA:CR44809	2.86050395076619e-09	0.701572602375063	0.01	0.004	6.84575805497365e-05
CG14879	2.97743415388532e-09	1.13290770308154	0.013	0.006	7.12559541707834e-05
CR14798	3.11259091435551e-09	0.701804668480965	0.02	0.01	7.4490525762356e-05
Lst	3.34342826450126e-09	-0.55175966767182	0.054	0.072	8.00149252260442e-05
Cpr97Ea	3.37692379560484e-09	0.812870062071111	0.024	0.014	8.0816540276415e-05
FBti0059727	3.57655842650991e-09	-0.948532685005236	0.013	0.024	8.55941962632353e-05
CG17224	3.69611923223448e-09	-0.702716825312367	0.041	0.057	8.84555254658356e-05
FBti0061012	3.74770091881782e-09	-1.52500038103614	0.008	0.017	8.96899783891482e-05
del	3.98299188142069e-09	0.678865388130609	0.025	0.014	9.532096170616e-05
BomT1	4.33514426276274e-09	0.838466757208157	0.022	0.012	0.000103748672496438
RR48370-transposable-element	4.61727909756143e-09	-0.763925672388111	0.032	0.047	0.00011050072336284
regucalcin	5.36729158308945e-09	-0.516578353720345	0.143	0.168	0.000128450022166497
FBti0020402	6.08499254662931e-09	1.41084871032672	0.01	0.004	0.000145626041625933
Trh	6.50464840901835e-09	0.997293111317966	0.025	0.014	0.000155669245724627
CG18577	6.90880026886621e-09	0.622829761792985	0.03	0.018	0.000165341408034506
Sdr	7.20835876075741e-09	0.575633914000471	0.036	0.023	0.000172510441862446
Wsck	7.61384456171546e-09	0.558800957326707	0.026	0.016	0.000182214528050974
RnrL	7.67563891703308e-09	0.910650147860209	0.017	0.009	0.000183693390562436
l(1)G0020	8.79656643606305e-09	1.22291294839711	0.014	0.006	0.000210519427947861
Hs3st-B	9.12461991638572e-09	-0.56173796842394	0.076	0.096	0.000218370403838943
CG8665	9.92539974305495e-09	0.870019298856169	0.042	0.029	0.000237534666650791
FBti0061895	1.0125137201128e-08	1.0528131033996	0.016	0.008	0.000242314783497395
CG5335	1.08762727751894e-08	0.729520796809194	0.024	0.014	0.000260290960055833
CG14277	1.37193633510352e-08	-0.586555160705046	0.091	0.113	0.000328331803716973
p53	1.4559777525595e-08	0.525657674131142	0.031	0.02	0.00034844459574254
CG34155	1.53812154830625e-08	-0.609105648509356	0.104	0.125	0.000368103248940653
GNBP1	1.62584895461028e-08	0.846257908455092	0.025	0.014	0.000389098171817333
CG16959	1.66496483480169e-08	0.890841602147765	0.024	0.014	0.000398459384264739
asRNA:CR46029	1.76028402912754e-08	0.997529855346525	0.019	0.01	0.000421271173850804
pirk	1.9012935574977e-08	0.695531115291732	0.017	0.009	0.000455017574180349
phu	1.94337035690253e-08	-1.13467553723886	0.01	0.018	0.000465087393813913
lncRNA:CR46254	2.0318290334749e-08	1.26994885644859	0.012	0.005	0.000486257324291213
CG7384	2.25700839471439e-08	1.2162779440852	0.01	0.004	0.000540147249023048
CG15247	2.27892903396835e-08	0.541563811722935	0.023	0.013	0.000545393296409305
Ssk	2.4249944363468e-08	-0.656979245255094	0.031	0.044	0.000580349668506515
lncRNA:CR46003	2.70533873332734e-08	-0.614391847089068	0.046	0.062	0.0006474416656599
CG3448	3.07888746269185e-08	0.561501297721002	0.021	0.012	0.000736839347571413
CG17107	3.25054916246783e-08	0.779944183136007	0.031	0.02	0.000777921425561801
dsx-c73A	3.40722356072459e-08	0.632630722183142	0.027	0.016	0.000815416742552609
CG31469	3.50077514345976e-08	0.523108289112027	0.029	0.018	0.00083780550733279
28SrRNA-Psi:CR45855	3.52354215054354e-08	-0.966824228869223	0.01	0.019	0.000843254107468081
lncRNA:CR43909	3.57265734174343e-08	1.27533325657804	0.013	0.006	0.000855008355026039
CG12643	3.58902277619896e-08	0.582310285233767	0.031	0.02	0.000858924930799936
FBti0060955	3.68204184220779e-08	-0.722183124097917	0.027	0.04	0.000881186253677169
conv	3.94570818592738e-08	0.719923659818051	0.017	0.009	0.00094428688305614
lncRNA:CR45540	4.61888325089278e-08	0.692083436236255	0.012	0.005	0.00110539113960366
CG11852	4.74830244716922e-08	0.791907469595043	0.017	0.009	0.00113636374165654
mre11	5.07115583390505e-08	0.603315016109743	0.04	0.027	0.00121362901417016
Cpr92F	5.69969217690747e-08	1.27080381621634	0.014	0.007	0.0013640503317775
FBti0019699	5.9389126647814e-08	0.570928140622015	0.04	0.027	0.00142130057893548
CG17005	6.47816958919272e-08	0.823289232449144	0.031	0.02	0.0015503555460856
Iris	7.13407176004918e-08	-0.656704158891341	0.043	0.058	0.00170732605361497
CCAP-R	7.28915171514348e-08	-0.606073205199325	0.055	0.072	0.00174443978846814
asRNA:CR45198	7.87753393948871e-08	0.638028985954897	0.029	0.018	0.00188525142239844
CG4847	9.25800555744278e-08	-0.552317037611359	0.102	0.122	0.00221562589000721
CG5589	9.97632922751853e-08	0.690284293075996	0.03	0.02	0.00238753511072974
CG7069	1.03139479259337e-07	0.544690186948063	0.026	0.016	0.00246833401763446
CG30349	1.03936102773738e-07	0.525129456993656	0.036	0.024	0.00248739881158111
MtnE	1.1302425835763e-07	-1.37603266730565	0.007	0.015	0.0027048965510148
Nepl21	1.15325491369332e-07	-0.572274570869775	0.068	0.086	0.00275996965945085
CG1971	1.18310885330596e-07	0.903980271299569	0.013	0.006	0.00283141610773182
fiz	1.25667006622558e-07	-0.552990321050939	0.078	0.096	0.00300746280249106
CG10495	1.28580967677835e-07	0.693653366518397	0.026	0.016	0.00307719971846595
lncRNA:CR43285	1.33546492945254e-07	1.10643411787737	0.01	0.004	0.00319603466916582
CG8545	1.34644595435685e-07	0.583185667034335	0.032	0.021	0.00322231445796682
Osi2	1.49190073075574e-07	-0.707024896397376	0.015	0.025	0.00357041682884465
CG6749	1.54457364114994e-07	0.835327539455718	0.025	0.015	0.00369647363800004
FBti0062585	1.54620606169362e-07	-1.16948670117437	0.007	0.014	0.00370038034684518
CG17193	1.64580941031981e-07	-0.863747079109775	0.105	0.124	0.00393875108077736
SecCl	1.6725203089348e-07	0.500880569619971	0.04	0.028	0.00400267560334276
RfC4	1.76484758943684e-07	0.506468786695864	0.031	0.02	0.00422363325104024
FBti0020215	1.7894959616778e-07	0.690565748043502	0.022	0.013	0.00428262173548731
lncRNA:CR45035	1.85646501843687e-07	-0.805983544108527	0.012	0.02	0.00444289208212311
CG30151	2.12572042269814e-07	0.541130599636483	0.024	0.014	0.00508727411560119
CR43361	2.17061677408959e-07	0.667490027379034	0.029	0.019	0.0051947200637512
edin	2.19312145977938e-07	0.799184197331162	0.014	0.007	0.00524857827754402
dx	2.29156285039957e-07	0.601679439677715	0.017	0.01	0.00548416821357625
Pif1A	2.33773197019829e-07	0.832600257257901	0.018	0.01	0.00559466015107856
FBti0059708	2.3448398071943e-07	0.563446834933845	0.026	0.017	0.0056116706265774
lncRNA:CR32636	2.51370501679455e-07	0.676951417920229	0.013	0.006	0.00601579884619272
SmydA-1	2.58335263750601e-07	1.06717225803843	0.017	0.009	0.00618247953207937
CG13912	2.59522881860174e-07	0.708727367169559	0.033	0.022	0.00621090160867768
Obp83g	3.14969920659077e-07	0.615280852213944	0.03	0.019	0.00753786014121303
asRNA:CR44690	3.21339378295365e-07	0.546378174523286	0.027	0.017	0.00769029400136466
lncRNA:CR44608	3.40894062933995e-07	0.940540018367794	0.01	0.005	0.00815827671413636
GstO1	3.82890887727321e-07	0.947738742237059	0.018	0.01	0.00916334472509024
alpha-Est3	4.12337955854123e-07	0.737862582732922	0.018	0.01	0.00986807195950088
Lsm10	4.17341769241821e-07	0.725062087894593	0.017	0.009	0.00998782322149527
CG4627	4.19762997288692e-07	-0.865835139173054	0.025	0.036	0.010045768051113
CG6724	4.62703922461249e-07	0.634435540912683	0.021	0.013	0.0110734302723426
FBti0062041	5.72193547091167e-07	-0.739397206728845	0.023	0.033	0.0136937359689858
Hsp70Bc	6.09306057308299e-07	0.781278314127864	0.061	0.046	0.0145819125635022
CG7328	6.22495318852399e-07	0.806126710817716	0.013	0.007	0.0148975579707756
CG34219	6.39774398339419e-07	-0.570475903508193	0.038	0.051	0.015311080901059
FBti0019954	6.47358917659929e-07	-0.72172409031865	0.016	0.025	0.0154925936174374
FBti0019234	6.89578565700508e-07	0.650814760898563	0.014	0.007	0.0165029942343446
FBti0063232	7.11680101940091e-07	0.632120882051756	0.025	0.016	0.0170319281996303
mtDNA-helicase	7.13624958068861e-07	1.26476573357772	0.01	0.005	0.017078472496504
CG14556	7.22846929995297e-07	0.961777856720272	0.014	0.008	0.0172991727286474
CG5002	7.4436720134502e-07	0.924641607049364	0.015	0.008	0.017814195862589
FBti0059736	8.36561779011251e-07	-0.782198993846658	0.019	0.029	0.0200205964952973
lncRNA:CR45669	8.45857747523911e-07	-0.865932087234732	0.012	0.02	0.0202430676137422
CG30082	8.89850498852252e-07	-1.36273760008762	0.007	0.014	0.0212959021385321
FBti0059860	9.28462270235542e-07	0.703246890922849	0.014	0.007	0.022219959051277
CG1785	9.29342314584479e-07	0.510074715527132	0.028	0.018	0.0222410202726358
CG15553	9.4563985540073e-07	1.63643191547393	0.01	0.004	0.0226310530194503
Cyp4aa1	9.83647217602692e-07	0.789467928658902	0.024	0.015	0.0235406452116676
lobo	1.03147467661969e-06	-1.01344892746234	0.009	0.016	0.0246852519608623
FBti0020221	1.09627179244898e-06	0.501374512804244	0.024	0.015	0.0262359765368889
elg1	1.11330168982857e-06	1.00395620866541	0.011	0.005	0.0266435360409772
CG31075	1.17000419191816e-06	-0.50398165624206	0.095	0.114	0.0280005403209854
CG3253	1.32817067477667e-06	-0.685827174426006	0.039	0.052	0.0317857805887553
SIFa	1.40637408740316e-06	1.07386434697438	0.046	0.034	0.0336573446597324
CG43117	1.43661264986072e-06	0.73249387916901	0.02	0.012	0.0343810139364669
dyw	1.53849212592701e-06	0.592240384394549	0.018	0.01	0.0368191935576853
CG32407	1.55585072842198e-06	-0.811992706334996	0.049	0.063	0.0372346196325949
CG13641	1.77616484556458e-06	1.00596149124697	0.01	0.005	0.0425071770840515
CG42331	1.81321105915537e-06	0.590704114062742	0.017	0.01	0.0433937670677063
lncRNA:CR43144	1.89420209259576e-06	0.853603219128901	0.011	0.005	0.0453320444800017
